Time,AccelerationX [m/s2],AccelerationY [m/s2],AccelerationZ [m/s2],Celsius [deg],Healthy
15:57:01,0.3,0.06,-9.57,27.4,1
15:57:01,-0.23,0.15,-11.08,27.4,1
15:57:01,0.42,0.11,-10.03,27.4,1
15:57:01,-0.33,0.39,-10.65,27.4,1
15:57:01,0.49,-0.13,-9.58,27.4,1
15:57:01,-0.09,-0.28,-9.34,27.4,1
15:57:01,0.19,-0.23,-9.12,27.4,1
15:57:01,0.04,0.07,-10.08,27.4,1
15:57:01,-0.04,-0.18,-10.9,27.4,1
15:57:01,0.34,0.17,-10,27.4,1
15:57:01,-0.01,0.32,-10.27,27.4,1
15:57:01,0.57,-0.52,-9.1,27.4,1
15:57:01,-0.11,-0.38,-9.82,27.4,1
15:57:01,0.3,-0.18,-8.83,27.4,1
15:57:01,-0.26,0.15,-10.46,27.4,1
15:57:01,0.41,-0.05,-10.65,27.4,1
15:57:01,0.19,0.29,-10.21,27.4,1
15:57:01,-0.19,0.19,-9.98,27.4,1
15:57:01,0.48,-0.37,-9.3,27.4,1
15:57:01,-0.12,-0.28,-9.9,27.4,1
15:57:01,0.26,0.16,-9.41,27.4,1
15:57:01,-0.28,0.22,-10.82,27.4,1
15:57:01,0.32,0.05,-10.15,27.4,1
15:57:01,0.22,0.1,-10.21,27.4,1
15:57:01,0.17,0.4,-9.99,27.4,1
15:57:01,0.22,-0.03,-9.51,27.4,1
15:57:01,0.07,-0.48,-9.38,27.4,1
15:57:01,0.22,0.06,-9.61,27.4,1
15:57:01,-0.22,0.07,-11.14,27.4,1
15:57:01,0.41,-0.01,-10.11,27.4,1
15:57:01,-0.3,0.41,-10.61,27.4,1
15:57:01,0.45,0.06,-9.57,27.4,1
15:57:01,-0.1,-0.22,-9.42,27.4,1
15:57:01,0.17,-0.38,-9.17,27.4,1
15:57:01,0.11,0.23,-10.08,27.4,1
15:57:01,-0.06,-0.22,-10.86,27.4,1
15:57:01,0.3,0.29,-9.94,27.4,1
15:57:01,-0.09,0.44,-10.3,27.4,1
15:57:01,0.54,-0.64,-9.1,27.4,1
15:57:01,-0.17,-0.46,-9.76,27.4,1
15:57:01,0.31,-0.09,-8.94,27.4,1
15:57:01,-0.28,0.11,-10.46,27.4,1
15:57:01,0.33,-0.07,-10.57,27.4,1
15:57:01,0.15,0.26,-10.15,27.4,1
15:57:01,-0.23,0.33,-9.93,27.4,1
15:57:01,0.49,-0.37,-9.21,27.4,1
15:57:01,-0.06,-0.28,-9.91,27.4,1
15:57:01,0.34,0.08,-9.48,27.4,1
15:57:01,-0.29,0.27,-10.8,27.4,1
15:57:01,0.28,0.03,-10.12,27.4,1
15:57:01,0.14,0.1,-10.29,27.4,1
15:57:01,0.26,0.26,-9.88,27.4,1
15:57:01,0.06,-0.05,-9.4,27.4,1
15:57:01,-0.08,-0.5,-9.33,27.4,1
15:57:01,0.2,0.14,-9.69,27.4,1
15:57:01,-0.07,0.04,-10.95,27.4,1
15:57:01,0.38,-0.1,-9.99,27.4,1
15:57:01,-0.39,0.32,-10.64,27.4,1
15:57:01,0.51,-0.13,-9.57,27.4,1
15:57:01,-0.01,-0.26,-9.48,27.4,1
15:57:01,0.17,-0.29,-9.21,27.4,1
15:57:01,0.02,0.18,-10.26,27.4,1
15:57:01,-0.04,-0.07,-10.83,27.4,1
15:57:01,0.23,0.14,-10.05,27.4,1
15:57:01,-0.16,0.24,-10.2,27.4,1
15:57:01,0.41,-0.74,-9.18,27.4,1
15:57:01,-0.26,-0.29,-9.79,27.4,1
15:57:01,0.22,-0.11,-8.96,27.4,1
15:57:01,-0.33,0.14,-10.57,27.4,1
15:57:01,0.32,-0.09,-10.63,27.4,1
15:57:01,0.13,0.31,-10.26,27.4,1
15:57:01,-0.27,0.28,-10.06,27.4,1
15:57:01,0.42,-0.44,-9.24,27.4,1
15:57:01,-0.04,-0.37,-9.84,27.4,1
15:57:01,0.25,0.06,-9.4,27.4,1
15:57:01,-0.28,0.2,-10.82,27.4,1
15:57:01,0.37,0.04,-10.03,27.4,1
15:57:01,0.07,0.07,-10.31,27.4,1
15:57:01,0.13,0.43,-9.99,27.4,1
15:57:01,0.02,0,-9.48,27.4,1
15:57:01,-0.05,-0.49,-9.38,27.4,1
15:57:01,0.2,0.14,-9.67,27.4,1
15:57:02,-0.13,0.07,-10.97,27.4,1
15:57:02,0.41,-0.07,-9.96,27.4,1
15:57:02,-0.39,0.37,-10.69,27.4,1
15:57:02,0.58,-0.07,-9.51,27.4,1
15:57:02,-0.01,-0.25,-9.43,27.4,1
15:57:02,0.22,-0.39,-8.99,27.4,1
15:57:02,0.11,0.09,-10.1,27.4,1
15:57:02,-0.15,-0.15,-10.82,27.4,1
15:57:02,0.29,0.24,-9.99,27.4,1
15:57:02,-0.07,0.33,-10.2,27.4,1
15:57:02,0.51,-0.68,-9.17,27.4,1
15:57:02,-0.21,-0.4,-9.69,27.4,1
15:57:02,0.26,-0.17,-8.97,27.4,1
15:57:02,-0.26,0.25,-10.47,27.4,1
15:57:02,0.32,0.04,-10.67,27.4,1
15:57:02,0.14,0.39,-10.41,27.4,1
15:57:02,-0.09,0.28,-9.93,27.4,1
15:57:02,0.35,-0.28,-9.21,27.4,1
15:57:02,-0.06,-0.34,-9.89,27.4,1
15:57:02,0.28,0.04,-9.23,27.4,1
15:57:02,-0.34,0.17,-10.77,27.4,1
15:57:02,0.36,0.11,-10.15,27.4,1
15:57:02,0.19,0.22,-10.21,27.4,1
15:57:02,0.28,0.36,-9.88,27.4,1
15:57:02,0.2,-0.05,-9.48,27.4,1
15:57:02,0.05,-0.49,-9.42,27.4,1
15:57:02,0.24,-0.04,-9.64,27.4,1
15:57:02,-0.12,0.18,-11.02,27.4,1
15:57:02,0.36,0.06,-10.02,27.4,1
15:57:02,-0.34,0.52,-10.62,27.4,1
15:57:02,0.52,-0.13,-9.54,27.4,1
15:57:02,-0.25,-0.32,-9.35,27.4,1
15:57:02,0.16,-0.34,-9.1,27.4,1
15:57:02,0.13,0.1,-10.08,27.4,1
15:57:02,-0.1,-0.12,-10.81,27.4,1
15:57:02,0.33,0.21,-10.02,27.4,1
15:57:02,0.09,0.42,-10.27,27.4,1
15:57:02,0.5,-0.55,-9.13,27.4,1
15:57:02,-0.15,-0.36,-9.74,27.4,1
15:57:02,0.24,-0.18,-8.98,27.4,1
15:57:02,-0.31,0.14,-10.49,27.4,1
15:57:02,0.33,-0.05,-10.77,27.4,1
15:57:02,0.21,0.34,-10.24,27.4,1
15:57:02,-0.16,0.29,-10.05,27.4,1
15:57:02,0.52,-0.4,-9.25,27.4,1
15:57:02,-0.11,-0.19,-9.92,27.4,1
15:57:02,0.37,-0.02,-9.42,27.4,1
15:57:02,-0.21,0.13,-10.7,27.4,1
15:57:02,0.32,0,-10.27,27.4,1
15:57:02,0.23,0.26,-10.34,27.4,1
15:57:02,0.22,0.35,-10.05,27.4,1
15:57:02,0.16,-0.02,-9.46,27.4,1
15:57:02,0,-0.58,-9.45,27.4,1
15:57:02,0.17,0.12,-9.67,27.4,1
15:57:02,-0.13,0.16,-11.09,27.4,1
15:57:02,0.35,-0.05,-10.05,27.4,1
15:57:02,-0.26,0.45,-10.6,27.4,1
15:57:02,0.47,-0.12,-9.7,27.4,1
15:57:02,-0.06,-0.18,-9.34,27.4,1
15:57:02,0.14,-0.31,-9.16,27.4,1
15:57:02,0.14,0.16,-10.1,27.4,1
15:57:02,-0.15,-0.31,-10.88,27.4,1
15:57:02,0.37,0.14,-9.85,27.4,1
15:57:02,-0.13,0.32,-10.23,27.4,1
15:57:02,0.51,-0.66,-9.16,27.4,1
15:57:02,-0.25,-0.33,-9.73,27.4,1
15:57:02,0.3,-0.07,-8.94,27.4,1
15:57:02,-0.18,0.16,-10.56,27.4,1
15:57:02,0.31,-0.04,-10.7,27.4,1
15:57:02,0.19,0.2,-10.25,27.4,1
15:57:02,-0.19,0.38,-10.05,27.4,1
15:57:02,0.56,-0.46,-9.24,27.4,1
15:57:02,-0.16,-0.29,-9.99,27.4,1
15:57:02,0.35,0.07,-9.27,27.4,1
15:57:02,-0.25,0.19,-10.73,27.4,1
15:57:02,0.35,-0.07,-10.22,27.4,1
15:57:02,0.12,0.17,-10.27,27.4,1
15:57:02,0.16,0.44,-10.12,27.4,1
15:57:02,0.19,-0.05,-9.45,27.4,1
15:57:02,-0.13,-0.53,-9.53,27.4,1
15:57:02,0.32,0.03,-9.48,27.4,1
15:57:02,-0.13,0.06,-10.98,27.4,1
15:57:02,0.37,0.02,-10.11,27.4,1
15:57:02,-0.35,0.49,-10.62,27.4,1
15:57:02,0.46,-0.01,-9.61,27.4,1
15:57:02,-0.18,-0.28,-9.4,27.4,1
15:57:02,0.09,-0.36,-9.18,27.4,1
15:57:02,0.2,0.04,-10.06,27.4,1
15:57:02,-0.17,-0.17,-10.84,27.4,1
15:57:02,0.28,0.24,-10.05,27.4,1
15:57:02,-0.19,0.19,-10.14,27.4,1
15:57:02,0.47,-0.56,-9.22,27.4,1
15:57:02,-0.19,-0.33,-9.73,27.4,1
15:57:02,0.18,-0.21,-8.96,27.4,1
15:57:02,-0.26,0.22,-10.38,27.4,1
15:57:02,0.34,-0.1,-10.68,27.4,1
15:57:02,0.25,0.15,-10.16,27.4,1
15:57:02,-0.18,0.25,-9.95,27.4,1
15:57:02,0.57,-0.34,-9.09,27.4,1
15:57:02,-0.15,-0.36,-9.88,27.4,1
15:57:02,0.26,-0.01,-9.27,27.4,1
15:57:02,-0.24,0.28,-10.8,27.4,1
15:57:02,0.32,-0.19,-10.06,27.4,1
15:57:02,0.23,0.28,-10.3,27.4,1
15:57:02,0.52,0.47,-10.08,27.4,1
15:57:02,0.37,-0.06,-9.48,27.4,1
15:57:02,0.5,-0.45,-9.54,27.4,1
15:57:02,0.28,0.13,-9.59,27.4,1
15:57:02,-0.36,0.15,-11.11,27.4,1
15:57:02,0.47,0.5,-10.16,27.4,1
15:57:02,-0.11,0.52,-10.55,27.4,1
15:57:02,0.34,-0.47,-9.59,27.4,1
15:57:02,0.13,-0.36,-9.25,27.4,1
15:57:02,0.06,-0.19,-9.47,27.4,1
15:57:02,0.36,0.09,-9.88,27.4,1
15:57:02,-0.19,0.07,-11.07,27.4,1
15:57:02,0.49,0.04,-10.11,27.4,1
15:57:02,-0.31,0.28,-10.19,27.4,1
15:57:02,0.5,-0.32,-9.34,27.4,1
15:57:02,-0.13,-0.19,-9.65,27.4,1
15:57:02,0.19,-0.26,-9.05,27.4,1
15:57:02,-0.16,0.2,-10.31,27.4,1
15:57:02,0.15,-0.08,-10.9,27.4,1
15:57:02,0.31,-0.05,-10.03,27.4,1
15:57:02,-0.27,0.22,-10.2,27.4,1
15:57:02,0.53,-0.51,-9.34,27.4,1
15:57:02,-0.22,-0.21,-10.01,27.4,1
15:57:02,0.3,-0.22,-9.03,27.4,1
15:57:02,-0.05,0.1,-10.53,27.4,1
15:57:02,0.25,-0.28,-10.23,27.4,1
15:57:02,0.05,0.1,-10.3,27.4,1
15:57:02,0.06,0.58,-10.07,27.4,1
15:57:02,0.25,-0.24,-9.28,27.4,1
15:57:02,-0.24,-0.47,-9.56,27.4,1
15:57:02,0.19,0.1,-9.44,27.4,1
15:57:02,-0.33,0.18,-10.94,27.4,1
15:57:02,0.47,0,-10.13,27.4,1
15:57:02,-0.12,0.43,-10.55,27.4,1
15:57:02,0.32,0.16,-9.84,27.4,1
15:57:02,0.07,-0.28,-9.31,27.4,1
15:57:02,-0.11,-0.36,-9.35,27.4,1
15:57:02,0.34,0.02,-9.8,27.4,1
15:57:02,-0.22,0.06,-10.93,27.4,1
15:57:02,0.37,0.23,-10.13,27.4,1
15:57:02,-0.17,0.18,-10.23,27.4,1
15:57:02,0.39,-0.62,-9.26,27.4,1
15:57:02,-0.13,-0.11,-9.51,27.4,1
15:57:02,0.17,-0.36,-9.02,27.4,1
15:57:02,-0.14,0.29,-10.17,27.4,1
15:57:02,0.21,0,-10.94,27.4,1
15:57:02,0.28,0.02,-9.98,27.4,1
15:57:02,-0.26,0.14,-10.06,27.4,1
15:57:02,0.65,-0.41,-9.06,27.4,1
15:57:02,-0.26,-0.17,-9.96,27.4,1
15:57:02,0.33,-0.16,-9.09,27.4,1
15:57:02,-0.13,0.3,-10.44,27.4,1
15:57:02,0.41,-0.19,-10.4,27.4,1
15:57:02,0.17,0.26,-10.27,27.4,1
15:57:02,0.06,0.54,-10.21,27.4,1
15:57:02,0.29,-0.24,-9.28,27.4,1
15:57:02,-0.13,-0.45,-9.59,27.4,1
15:57:02,0.23,0.16,-9.36,27.4,1
15:57:02,-0.3,0.26,-10.99,27.4,1
15:57:02,0.55,0,-10.08,27.4,1
15:57:02,-0.02,0.53,-10.61,27.4,1
15:57:02,0.15,0.24,-9.68,27.4,1
15:57:02,0.07,-0.19,-9.32,27.4,1
15:57:02,0.08,-0.42,-9.45,27.4,1
15:57:02,0.32,0.08,-9.89,27.4,1
15:57:02,-0.21,0.07,-10.94,27.4,1
15:57:02,0.37,0.04,-10.04,27.4,1
15:57:02,-0.09,0.16,-10.29,27.4,1
15:57:02,0.52,-0.51,-9.34,27.4,1
15:57:02,-0.06,-0.03,-9.58,27.4,1
15:57:02,0.18,-0.36,-8.99,27.4,1
15:57:02,-0.01,0.07,-10.16,27.4,1
15:57:02,0.2,0.04,-10.86,27.4,1
15:57:02,0.25,0.09,-10.02,27.4,1
15:57:02,-0.24,0.23,-10.15,27.4,1
15:57:02,0.56,-0.42,-9.22,27.4,1
15:57:02,-0.09,-0.32,-9.86,27.4,1
15:57:02,0.28,-0.12,-9,27.4,1
15:57:02,-0.06,0.23,-10.56,27.4,1
15:57:02,0.28,-0.18,-10.37,27.4,1
15:57:02,0.17,0.16,-10.27,27.4,1
15:57:02,0.04,0.72,-10.34,27.4,1
15:57:02,0.41,-0.34,-9.31,27.4,1
15:57:02,-0.14,-0.46,-9.59,27.4,1
15:57:02,0.28,0,-9.34,27.4,1
15:57:02,-0.39,0.17,-10.87,27.4,1
15:57:02,0.44,-0.14,-10.13,27.4,1
15:57:02,-0.03,0.52,-10.66,27.4,1
15:57:02,0.33,0.36,-9.92,27.4,1
15:57:02,0.21,-0.34,-9.29,27.4,1
15:57:02,-0.02,-0.41,-9.48,27.4,1
15:57:02,0.42,0.1,-9.65,27.4,1
15:57:02,-0.35,0.11,-11,27.4,1
15:57:02,0.38,0.28,-10.21,27.4,1
15:57:02,-0.05,0.13,-10.38,27.4,1
15:57:02,0.5,-0.39,-9.44,27.4,1
15:57:02,0,-0.22,-9.55,27.4,1
15:57:02,0.05,-0.41,-9.04,27.4,1
15:57:02,-0.03,0.17,-10.09,27.4,1
15:57:02,0.09,0.05,-10.85,27.4,1
15:57:02,0.26,-0.09,-9.96,27.4,1
15:57:02,-0.4,0.14,-10.18,27.4,1
15:57:02,0.51,-0.32,-9.24,27.4,1
15:57:02,-0.22,-0.43,-9.75,27.4,1
15:57:02,0.35,-0.24,-8.95,27.4,1
15:57:02,-0.23,0.15,-10.4,27.4,1
15:57:02,0.29,-0.29,-10.49,27.4,1
15:57:02,0.17,0.19,-10.27,27.4,1
15:57:02,0.06,0.62,-10.29,27.4,1
15:57:02,0.38,-0.35,-9.29,27.4,1
15:57:02,-0.19,-0.51,-9.72,27.4,1
15:57:02,0.19,0.08,-9.29,27.4,1
15:57:02,-0.26,0.3,-10.87,27.4,1
15:57:02,0.47,0.01,-10.17,27.4,1
15:57:02,0.01,0.6,-10.57,27.4,1
15:57:02,0.11,0.37,-9.96,27.4,1
15:57:02,0.23,-0.39,-9.27,27.4,1
15:57:02,0.03,-0.46,-9.54,27.4,1
15:57:02,0.36,0.04,-9.69,27.4,1
15:57:02,-0.26,0.17,-10.91,27.4,1
15:57:02,0.38,0.16,-10.13,27.4,1
15:57:02,-0.06,0.19,-10.22,27.4,1
15:57:02,0.45,-0.09,-9.53,27.4,1
15:57:02,-0.13,-0.15,-9.5,27.4,1
15:57:02,0.15,-0.54,-9.12,27.4,1
15:57:02,-0.03,0.13,-9.99,27.4,1
15:57:02,-0.1,0.04,-10.85,27.4,1
15:57:03,0.29,-0.06,-9.94,27.4,1
15:57:03,-0.31,0.27,-10.35,27.4,1
15:57:03,0.54,-0.14,-9.39,27.4,1
15:57:03,-0.16,-0.28,-9.76,27.4,1
15:57:03,0.35,-0.41,-9.05,27.4,1
15:57:03,0.06,0.08,-10.31,27.4,1
15:57:03,0.25,-0.22,-10.42,27.4,1
15:57:03,0.2,0.32,-10.18,27.4,1
15:57:03,-0.03,0.68,-10.3,27.4,1
15:57:03,0.46,-0.41,-9.28,27.4,1
15:57:03,-0.17,-0.48,-9.61,27.4,1
15:57:03,0.19,-0.07,-9.22,27.4,1
15:57:03,-0.36,0.2,-10.6,27.4,1
15:57:03,0.5,-0.09,-10.2,27.4,1
15:57:03,0.01,0.38,-10.51,27.4,1
15:57:03,0.08,0.39,-9.96,27.4,1
15:57:03,0.19,-0.19,-9.27,27.4,1
15:57:03,0.02,-0.34,-9.55,27.4,1
15:57:03,0.44,0.08,-9.71,27.4,1
15:57:03,-0.25,0.19,-10.98,27.4,1
15:57:03,0.24,0.19,-10.05,27.4,1
15:57:03,-0.1,0.13,-10.24,27.4,1
15:57:03,0.43,-0.2,-9.64,27.4,1
15:57:03,-0.06,-0.05,-9.47,27.4,1
15:57:03,0.11,-0.41,-9.24,27.4,1
15:57:03,0,0.16,-10.07,27.4,1
15:57:03,0.07,0.14,-10.89,27.4,1
15:57:03,0.31,-0.02,-9.97,27.4,1
15:57:03,-0.29,0.2,-10.4,27.4,1
15:57:03,0.5,-0.31,-9.38,27.4,1
15:57:03,-0.22,-0.23,-9.61,27.4,1
15:57:03,0.28,-0.29,-9.03,27.4,1
15:57:03,-0.13,0.12,-10.38,27.4,1
15:57:03,0.26,-0.35,-10.55,27.4,1
15:57:03,0.16,0.15,-10.08,27.4,1
15:57:03,0.08,0.66,-10.32,27.4,1
15:57:03,0.48,-0.45,-9.34,27.4,1
15:57:03,-0.1,-0.56,-9.71,27.4,1
15:57:03,0.2,0.13,-9.19,27.4,1
15:57:03,-0.29,0.16,-10.75,27.4,1
15:57:03,0.45,-0.14,-10.25,27.4,1
15:57:03,0.11,0.41,-10.55,27.4,1
15:57:03,0.05,0.37,-10,27.4,1
15:57:03,0.26,-0.22,-9.31,27.4,1
15:57:03,-0.03,-0.42,-9.6,27.4,1
15:57:03,0.35,0.03,-9.66,27.4,1
15:57:03,-0.24,0.13,-10.99,27.4,1
15:57:03,0.44,0.17,-10.06,27.4,1
15:57:03,-0.04,0.24,-10.34,27.4,1
15:57:03,0.47,-0.13,-9.57,27.4,1
15:57:03,0,-0.17,-9.53,27.4,1
15:57:03,0.15,-0.45,-9.14,27.4,1
15:57:03,0.09,0.15,-9.98,27.4,1
15:57:03,0.02,-0.01,-10.94,27.4,1
15:57:03,0.34,0.01,-10,27.4,1
15:57:03,-0.45,0.3,-10.38,27.4,1
15:57:03,0.54,-0.26,-9.39,27.4,1
15:57:03,-0.19,-0.37,-9.73,27.4,1
15:57:03,0.43,-0.32,-9,27.4,1
15:57:03,-0.07,0.06,-10.24,27.4,1
15:57:03,0.21,-0.26,-10.52,27.4,1
15:57:03,0.26,0.21,-10.15,27.4,1
15:57:03,0.06,0.6,-10.2,27.4,1
15:57:03,0.45,-0.57,-9.21,27.4,1
15:57:03,-0.33,-0.5,-9.7,27.4,1
15:57:03,0.16,0.05,-9.32,27.4,1
15:57:03,-0.3,0.31,-10.72,27.4,1
15:57:03,0.54,-0.05,-10.25,27.4,1
15:57:03,0.09,0.52,-10.51,27.4,1
15:57:03,0.05,0.4,-9.95,27.4,1
15:57:03,0.23,-0.18,-9.27,27.4,1
15:57:03,0.07,-0.36,-9.58,27.4,1
15:57:03,0.35,0.06,-9.64,27.4,1
15:57:03,-0.15,0.16,-11.09,27.4,1
15:57:03,0.42,0.05,-10.14,27.4,1
15:57:03,-0.01,0.15,-10.26,27.4,1
15:57:03,0.46,-0.05,-9.57,27.4,1
15:57:03,0.08,-0.13,-9.41,27.4,1
15:57:03,0.13,-0.44,-9.23,27.4,1
15:57:03,0.06,0.1,-10,27.4,1
15:57:03,0.02,0.09,-10.9,27.4,1
15:57:03,0.35,-0.08,-9.89,27.4,1
15:57:03,-0.45,0.23,-10.43,27.4,1
15:57:03,0.48,-0.2,-9.35,27.4,1
15:57:03,-0.25,-0.13,-9.72,27.4,1
15:57:03,0.22,-0.22,-9.01,27.4,1
15:57:03,-0.15,0.16,-10.35,27.4,1
15:57:03,0.14,-0.29,-10.57,27.4,1
15:57:03,0.17,0.18,-10.14,27.4,1
15:57:03,0.12,0.49,-10.13,27.4,1
15:57:03,0.46,-0.48,-9.13,27.4,1
15:57:03,-0.27,-0.42,-9.73,27.4,1
15:57:03,0.2,0.01,-9.23,27.4,1
15:57:03,-0.32,0.12,-10.7,27.4,1
15:57:03,0.51,0.04,-10.32,27.4,1
15:57:03,0.06,0.46,-10.51,27.4,1
15:57:03,0.05,0.3,-9.98,27.4,1
15:57:03,0.24,-0.36,-9.31,27.4,1
15:57:03,-0.17,-0.41,-9.69,27.4,1
15:57:03,0.37,0.04,-9.5,27.4,1
15:57:03,-0.23,0.14,-11.05,27.4,1
15:57:03,0.33,0.08,-10.12,27.4,1
15:57:03,-0.14,0.09,-10.27,27.4,1
15:57:03,0.37,-0.17,-9.54,27.4,1
15:57:03,0,0,-9.36,27.4,1
15:57:03,-0.02,-0.3,-9.15,27.4,1
15:57:03,0.05,0.09,-9.94,27.4,1
15:57:03,0,-0.01,-10.92,27.4,1
15:57:03,0.38,-0.08,-9.96,27.4,1
15:57:03,-0.3,0.27,-10.44,27.4,1
15:57:03,0.52,-0.38,-9.43,27.4,1
15:57:03,-0.19,-0.28,-9.65,27.4,1
15:57:03,0.28,-0.36,-9.01,27.4,1
15:57:03,0.04,0.13,-10.34,27.4,1
15:57:03,0.17,-0.23,-10.56,27.4,1
15:57:03,0.2,0.25,-10.13,27.4,1
15:57:03,0.01,0.58,-10.26,27.4,1
15:57:03,0.51,-0.57,-9.15,27.4,1
15:57:03,-0.17,-0.45,-9.66,27.4,1
15:57:03,0.2,-0.02,-9.12,27.4,1
15:57:03,-0.42,0.23,-10.69,27.4,1
15:57:03,0.44,-0.03,-10.31,27.4,1
15:57:03,0.14,0.45,-10.51,27.4,1
15:57:03,0.06,0.39,-10.01,27.4,1
15:57:03,0.3,-0.26,-9.38,27.4,1
