Time,AccelerationX [m/s2],AccelerationY [m/s2],AccelerationZ [m/s2],Celsius [deg],Healthy
15:57:05,0.03,-0.1,-9.45,27.4,1
15:57:05,0.11,-0.37,-9.22,27.4,1
15:57:05,-0.05,0.31,-10.15,27.4,1
15:57:05,-0.02,-0.04,-10.95,27.4,1
15:57:05,0.42,-0.03,-9.9,27.4,1
15:57:05,-0.39,0.15,-10.2,27.4,1
15:57:05,0.7,-0.42,-9.17,27.4,1
15:57:05,-0.23,-0.22,-9.78,27.4,1
15:57:05,0.27,-0.23,-9.04,27.4,1
15:57:05,0.04,0.21,-10.46,27.4,1
15:57:05,0.25,-0.24,-10.54,27.4,1
15:57:05,0.26,0.29,-10.21,27.4,1
15:57:05,-0.07,0.52,-10.3,27.4,1
15:57:05,0.4,-0.5,-9.25,27.4,1
15:57:05,-0.28,-0.46,-9.73,27.4,1
15:57:05,0.26,-0.06,-9.37,27.4,1
15:57:05,-0.26,0.18,-10.86,27.4,1
15:57:05,0.52,-0.09,-10.19,27.4,1
15:57:05,0.05,0.42,-10.51,27.4,1
15:57:05,0.11,0.19,-9.71,27.4,1
15:57:05,0.2,-0.28,-9.35,27.4,1
15:57:05,-0.15,-0.36,-9.65,27.4,1
15:57:05,0.39,0,-9.7,27.4,1
15:57:05,-0.37,0.18,-11,27.4,1
15:57:05,0.32,0.2,-10.16,27.4,1
15:57:05,-0.2,0.1,-10.15,27.4,1
15:57:05,0.42,-0.34,-9.39,27.4,1
15:57:05,-0.13,-0.02,-9.65,27.4,1
15:57:05,0.13,-0.34,-9.05,27.4,1
15:57:05,0,0.24,-10.14,27.4,1
15:57:05,0.19,-0.06,-10.91,27.4,1
15:57:05,0.31,0,-9.92,27.4,1
15:57:05,-0.31,0.12,-10.3,27.4,1
15:57:05,0.64,-0.45,-9.27,27.4,1
15:57:05,-0.23,-0.22,-9.82,27.4,1
15:57:05,0.29,-0.27,-9.06,27.4,1
15:57:05,-0.18,0.21,-10.41,27.4,1
15:57:05,0.36,-0.25,-10.23,27.4,1
15:57:05,0.34,0.06,-10.17,27.4,1
15:57:05,-0.01,0.61,-10.12,27.4,1
15:57:05,0.39,-0.32,-9.26,27.4,1
15:57:05,-0.09,-0.57,-9.62,27.4,1
15:57:05,0.33,-0.03,-9.29,27.4,1
15:57:05,-0.28,0.13,-11.08,27.4,1
15:57:05,0.45,0.02,-10.05,27.4,1
15:57:05,-0.07,0.45,-10.56,27.4,1
15:57:05,0.23,0.27,-9.74,27.4,1
15:57:05,0.2,-0.22,-9.3,27.4,1
15:57:05,-0.05,-0.32,-9.52,27.4,1
15:57:05,0.32,0.16,-9.83,27.4,1
15:57:05,-0.24,0.15,-10.96,27.4,1
15:57:05,0.49,0.19,-10.07,27.4,1
15:57:05,-0.17,0.08,-10.26,27.4,1
15:57:05,0.51,-0.47,-9.23,27.4,1
15:57:05,-0.01,-0.11,-9.71,27.4,1
15:57:05,0.14,-0.31,-9.05,27.4,1
15:57:05,-0.1,0.22,-10.23,27.4,1
15:57:05,-0.03,-0.16,-10.96,27.4,1
15:57:05,0.25,-0.05,-9.98,27.4,1
15:57:05,-0.3,0.18,-10.08,27.4,1
15:57:05,0.55,-0.37,-9.09,27.4,1
15:57:05,-0.21,-0.2,-9.93,27.4,1
15:57:05,0.26,-0.13,-9.09,27.4,1
15:57:05,-0.13,0.21,-10.63,27.4,1
15:57:05,0.36,-0.24,-10.29,27.4,1
15:57:05,0.16,0.11,-10.26,27.4,1
15:57:05,0.05,0.51,-10.14,27.4,1
15:57:05,0.28,-0.33,-9.34,27.4,1
15:57:05,-0.12,-0.43,-9.66,27.4,1
15:57:05,0.28,0.11,-9.45,27.4,1
15:57:05,-0.45,0.1,-11.02,27.4,1
15:57:05,0.46,0.01,-9.97,27.4,1
15:57:05,-0.21,0.5,-10.55,27.4,1
15:57:05,0.4,0.02,-9.62,27.4,1
15:57:05,0.08,-0.2,-9.22,27.4,1
15:57:05,0.02,-0.25,-9.35,27.4,1
15:57:05,0.32,0.06,-10.01,27.4,1
15:57:05,-0.26,0.07,-10.96,27.4,1
15:57:05,0.5,0.16,-10.02,27.4,1
15:57:05,-0.07,0.08,-10.18,27.4,1
15:57:05,0.49,-0.43,-9.29,27.4,1
15:57:05,-0.22,-0.12,-9.73,27.4,1
15:57:05,0.13,-0.24,-9.09,27.4,1
15:57:05,-0.07,0.25,-10.3,27.4,1
15:57:05,0.1,-0.01,-10.97,27.4,1
15:57:05,0.2,0.11,-10.14,27.4,1
15:57:05,-0.3,0.15,-9.99,27.4,1
15:57:05,0.66,-0.45,-9.12,27.4,1
15:57:05,-0.23,-0.17,-10.1,27.4,1
15:57:05,0.22,-0.06,-9.18,27.4,1
15:57:05,-0.19,0.16,-10.6,27.4,1
15:57:05,0.37,-0.21,-10.24,27.4,1
15:57:05,0.14,0.1,-10.18,27.4,1
15:57:05,0.13,0.53,-10.12,27.4,1
15:57:05,0.23,-0.29,-9.35,27.4,1
15:57:05,-0.14,-0.38,-9.52,27.4,1
15:57:05,0.23,0.03,-9.41,27.4,1
15:57:05,-0.29,0.01,-11,27.4,1
15:57:05,0.53,0.04,-10.06,27.4,1
15:57:05,-0.26,0.47,-10.66,27.4,1
15:57:05,0.29,0.09,-9.75,27.4,1
15:57:05,0.17,-0.16,-9.34,27.4,1
15:57:05,-0.02,-0.31,-9.28,27.4,1
15:57:05,0.28,0.16,-10.03,27.4,1
15:57:05,-0.26,0.11,-11.03,27.4,1
15:57:05,0.45,0.2,-9.95,27.4,1
15:57:05,-0.18,0.2,-10.18,27.4,1
15:57:05,0.49,-0.56,-9.23,27.4,1
15:57:05,-0.18,-0.24,-9.64,27.4,1
15:57:05,0.27,-0.24,-8.96,27.4,1
15:57:05,-0.1,0.19,-10.38,27.4,1
15:57:05,0.27,-0.04,-10.99,27.4,1
15:57:05,0.26,0.05,-10.04,27.4,1
15:57:05,-0.25,0.15,-10.04,27.4,1
15:57:05,0.54,-0.39,-9.11,27.4,1
15:57:05,-0.31,-0.27,-10.02,27.4,1
15:57:05,0.23,0.05,-9.21,27.4,1
15:57:05,-0.1,0.23,-10.7,27.4,1
15:57:05,0.34,-0.02,-10.1,27.4,1
15:57:05,0.23,-0.03,-10.2,27.4,1
15:57:05,0.09,0.4,-10.08,27.4,1
15:57:05,0.18,-0.08,-9.37,27.4,1
15:57:05,-0.01,-0.51,-9.61,27.4,1
15:57:05,0.21,0.16,-9.37,27.4,1
15:57:05,-0.3,0.25,-11.09,27.4,1
15:57:05,0.48,0.08,-10.08,27.4,1
15:57:05,-0.3,0.53,-10.68,27.4,1
15:57:05,0.45,-0.05,-9.68,27.4,1
15:57:05,-0.02,-0.19,-9.35,27.4,1
15:57:05,0.14,-0.21,-9.28,27.4,1
15:57:05,0.23,0.1,-10.11,27.4,1
15:57:05,-0.14,-0.04,-11,27.4,1
15:57:05,0.4,0.18,-9.94,27.4,1
15:57:05,0,0.13,-10.18,27.4,1
15:57:05,0.52,-0.65,-9.11,27.4,1
15:57:05,-0.23,-0.12,-9.78,27.4,1
15:57:06,0.2,-0.09,-8.88,27.4,1
15:57:06,-0.18,0.26,-10.48,27.4,1
15:57:06,0.22,0.01,-10.77,27.4,1
15:57:06,0.19,0.1,-10.08,27.4,1
15:57:06,-0.31,0.16,-9.99,27.4,1
15:57:06,0.54,-0.31,-9.15,27.4,1
15:57:06,-0.3,-0.29,-10.02,27.4,1
15:57:06,0.28,-0.03,-9.3,27.4,1
15:57:06,-0.17,0.15,-10.78,27.4,1
15:57:06,0.5,-0.12,-10.24,27.4,1
15:57:06,0.22,0.05,-10.2,27.4,1
15:57:06,0.18,0.4,-10.02,27.4,1
15:57:06,0.07,-0.08,-9.38,27.4,1
15:57:06,-0.14,-0.55,-9.44,27.4,1
15:57:06,0.17,-0.01,-9.6,27.4,1
15:57:06,-0.34,0.2,-11,27.4,1
15:57:06,0.51,0.03,-9.97,27.4,1
15:57:06,-0.24,0.28,-10.56,27.4,1
15:57:06,0.38,-0.05,-9.51,27.4,1
15:57:06,-0.02,-0.22,-9.31,27.4,1
15:57:06,0.12,-0.31,-9.26,27.4,1
15:57:06,0.12,0.16,-10.25,27.4,1
15:57:06,-0.16,-0.16,-11.01,27.4,1
15:57:06,0.3,0.12,-9.86,27.4,1
15:57:06,-0.01,0.21,-10.12,27.4,1
15:57:06,0.49,-0.74,-9.16,27.4,1
15:57:06,-0.23,-0.21,-9.83,27.4,1
15:57:06,0.21,-0.16,-8.99,27.4,1
15:57:06,-0.24,0.28,-10.57,27.4,1
15:57:06,0.23,0,-10.63,27.4,1
15:57:06,0.22,0.18,-10.17,27.4,1
15:57:06,-0.26,0.19,-9.9,27.4,1
15:57:06,0.51,-0.4,-9.07,27.4,1
15:57:06,-0.14,-0.29,-9.89,27.4,1
15:57:06,0.32,-0.04,-9.26,27.4,1
15:57:06,-0.26,0.26,-10.81,27.4,1
15:57:06,0.42,-0.02,-10.13,27.4,1
15:57:06,0.1,-0.03,-10.17,27.4,1
15:57:06,0.24,0.24,-9.89,27.4,1
15:57:06,0.1,-0.02,-9.45,27.4,1
15:57:06,-0.07,-0.4,-9.38,27.4,1
15:57:06,0.37,0.14,-9.65,27.4,1
15:57:06,-0.11,0.03,-11.13,27.4,1
15:57:06,0.45,0.04,-9.86,27.4,1
15:57:06,-0.32,0.3,-10.47,27.4,1
15:57:06,0.52,-0.06,-9.59,27.4,1
15:57:06,-0.06,-0.22,-9.42,27.4,1
15:57:06,0.3,-0.33,-9.19,27.4,1
15:57:06,0.06,0.19,-10.19,27.4,1
15:57:06,-0.16,-0.13,-10.82,27.4,1
15:57:06,0.37,0.24,-10,27.4,1
15:57:06,-0.19,0.27,-10.13,27.4,1
15:57:06,0.45,-0.7,-9.17,27.4,1
15:57:06,-0.29,-0.28,-9.84,27.4,1
15:57:06,0.14,-0.18,-9.02,27.4,1
15:57:06,-0.33,0.28,-10.58,27.4,1
15:57:06,0.34,-0.05,-10.46,27.4,1
15:57:06,0.24,0.12,-10.26,27.4,1
15:57:06,-0.15,0.2,-9.87,27.4,1
15:57:06,0.47,-0.31,-9.24,27.4,1
15:57:06,-0.08,-0.26,-9.93,27.4,1
15:57:06,0.31,0.06,-9.42,27.4,1
15:57:06,-0.22,0.21,-10.83,27.4,1
15:57:06,0.4,0.03,-10.04,27.4,1
15:57:06,0.03,0.03,-10.27,27.4,1
15:57:06,0.31,0.21,-9.9,27.4,1
15:57:06,0.17,-0.04,-9.52,27.4,1
15:57:06,0.06,-0.45,-9.4,27.4,1
15:57:06,0.28,0.13,-9.85,27.4,1
15:57:06,-0.16,0.07,-11.02,27.4,1
15:57:06,0.47,0,-9.78,27.4,1
15:57:06,-0.37,0.26,-10.51,27.4,1
15:57:06,0.56,-0.23,-9.38,27.4,1
15:57:06,-0.09,-0.17,-9.54,27.4,1
15:57:06,0.25,-0.27,-9.04,27.4,1
15:57:06,0.01,0.27,-10.34,27.4,1
15:57:06,0.03,-0.25,-10.84,27.4,1
15:57:06,0.35,0.24,-9.99,27.4,1
15:57:06,-0.18,0.29,-10.12,27.4,1
15:57:06,0.45,-0.6,-9.05,27.4,1
15:57:06,-0.35,-0.26,-9.78,27.4,1
15:57:06,0.19,-0.17,-9.15,27.4,1
15:57:06,-0.16,0.15,-10.57,27.4,1
15:57:06,0.45,-0.03,-10.35,27.4,1
15:57:06,0.15,0.25,-10.27,27.4,1
15:57:06,-0.01,0.29,-9.8,27.4,1
15:57:06,0.26,-0.35,-9.21,27.4,1
15:57:06,-0.19,-0.37,-9.82,27.4,1
15:57:06,0.48,0.06,-9.4,27.4,1
15:57:06,-0.34,0.28,-10.9,27.4,1
15:57:06,0.42,0.13,-10.03,27.4,1
15:57:06,-0.03,0.05,-10.3,27.4,1
15:57:06,0.3,0.14,-9.73,27.4,1
15:57:06,0.12,0.05,-9.54,27.4,1
15:57:06,0.01,-0.38,-9.35,27.4,1
15:57:06,0.06,0.18,-9.93,27.4,1
15:57:06,-0.17,-0.05,-11,27.4,1
15:57:06,0.35,0.07,-9.9,27.4,1
15:57:06,-0.3,0.27,-10.39,27.4,1
15:57:06,0.61,-0.23,-9.4,27.4,1
15:57:06,-0.21,-0.12,-9.65,27.4,1
15:57:06,0.41,-0.34,-9.09,27.4,1
15:57:06,-0.11,0.22,-10.18,27.4,1
15:57:06,0.08,-0.3,-10.61,27.4,1
15:57:06,0.23,0.25,-10.12,27.4,1
15:57:06,-0.06,0.55,-10.26,27.4,1
15:57:06,0.4,-0.59,-8.98,27.4,1
15:57:06,-0.3,-0.34,-9.82,27.4,1
15:57:06,0.15,0.07,-9.06,27.4,1
15:57:06,-0.35,0.34,-10.66,27.4,1
15:57:06,0.42,0.09,-10.45,27.4,1
15:57:06,0.16,0.24,-10.41,27.4,1
15:57:06,0.05,0.24,-9.83,27.4,1
15:57:06,0.18,-0.25,-9.21,27.4,1
15:57:06,-0.06,-0.08,-9.78,27.4,1
15:57:06,0.45,0.04,-9.52,27.4,1
15:57:06,-0.32,0.21,-11.02,27.4,1
15:57:06,0.29,0.1,-10.04,27.4,1
15:57:06,0,-0.04,-10.27,27.4,1
15:57:06,0.38,-0.03,-9.63,27.4,1
15:57:06,-0.09,-0.02,-9.48,27.4,1
15:57:06,0.03,-0.42,-9.34,27.4,1
15:57:06,0.12,0.2,-10.02,27.4,1
15:57:06,-0.03,-0.01,-10.99,27.4,1
15:57:06,0.27,-0.05,-9.99,27.4,1
15:57:06,-0.3,0.24,-10.38,27.4,1
15:57:06,0.6,-0.28,-9.35,27.4,1
15:57:06,-0.2,-0.15,-9.66,27.4,1
15:57:06,0.44,-0.3,-9.01,27.4,1
15:57:06,-0.03,0.21,-10.47,27.4,1
15:57:06,0.14,-0.24,-10.57,27.4,1
15:57:06,0.26,0.13,-10.09,27.4,1
15:57:06,-0.02,0.53,-10.25,27.4,1
15:57:06,0.51,-0.49,-9.14,27.4,1
15:57:06,-0.2,-0.36,-9.87,27.4,1
15:57:06,0.29,-0.06,-9.2,27.4,1
15:57:06,-0.38,0.2,-10.76,27.4,1
15:57:06,0.53,0,-10.2,27.4,1
15:57:06,0,0.29,-10.25,27.4,1
15:57:06,0.03,0.38,-9.78,27.4,1
15:57:06,0.24,-0.23,-9.39,27.4,1
15:57:06,-0.15,-0.18,-9.77,27.4,1
15:57:06,0.39,0.04,-9.61,27.4,1
15:57:06,-0.25,-0.51,-11.01,27.4,1
15:57:06,0.41,0.18,-10.13,27.4,1
15:57:06,-0.08,0.03,-10.2,27.4,1
15:57:06,0.5,-0.24,-9.2,27.4,1
15:57:06,-0.6,-0.05,-9.7,27.4,1
15:57:06,0.21,-0.13,-8.98,27.4,1
15:57:06,-0.15,0.27,-10.35,27.4,1
15:57:06,0.11,-0.03,-10.91,27.4,1
15:57:06,0.19,0,-10.07,27.4,1
15:57:06,-0.34,0.04,-10.16,27.4,1
15:57:06,0.54,-0.39,-9.11,27.4,1
15:57:06,-0.16,-0.17,-9.93,27.4,1
15:57:06,0.26,-0.04,-9.01,27.4,1
15:57:06,-0.19,0.19,-10.72,27.4,1
15:57:06,0.31,-0.25,-10.26,27.4,1
15:57:06,0.19,0.09,-10.22,27.4,1
15:57:06,0.13,0.44,-10.07,27.4,1
15:57:06,0.26,-0.19,-9.41,27.4,1
15:57:06,-0.13,-0.52,-9.55,27.4,1
15:57:06,0.28,-0.01,-9.42,27.4,1
15:57:06,-0.3,0.1,-11.05,27.4,1
15:57:06,0.54,-0.03,-10.07,27.4,1
15:57:06,-0.26,0.38,-10.62,27.4,1
15:57:06,0.36,0.08,-9.56,27.4,1
15:57:06,0.02,-0.2,-9.24,27.4,1
15:57:06,0.06,-0.3,-9.49,27.4,1
15:57:06,0.21,0.06,-10.06,27.4,1
15:57:06,-0.23,-0.03,-10.98,27.4,1
15:57:06,0.47,0.22,-9.93,27.4,1
15:57:06,-0.22,0.09,-10.08,27.4,1
15:57:06,0.52,-0.61,-9.18,27.4,1
15:57:06,-0.28,-0.21,-9.79,27.4,1
15:57:06,0.18,-0.13,-9.01,27.4,1
15:57:06,-0.19,0.27,-10.41,27.4,1
15:57:06,0.23,0.05,-10.86,27.4,1
15:57:06,0.17,0.07,-10.01,27.4,1
15:57:06,-0.19,0.06,-9.95,27.4,1
15:57:06,0.62,-0.49,-9.05,27.4,1
15:57:06,-0.13,-0.27,-9.92,27.4,1
15:57:06,0.23,-0.16,-9.13,27.4,1
15:57:06,-0.2,0.12,-10.72,27.4,1
15:57:06,0.38,-0.19,-10.15,27.4,1
15:57:06,0.14,0.14,-10.19,27.4,1
15:57:06,0.28,0.54,-10.14,27.4,1
15:57:06,0.1,-0.05,-9.44,27.4,1
15:57:06,-0.12,-0.47,-9.54,27.4,1
15:57:06,0.28,-0.02,-9.53,27.4,1
15:57:06,-0.28,0.05,-11.05,27.4,1
15:57:06,0.51,0.07,-9.95,27.4,1
15:57:06,-0.31,0.5,-10.59,27.4,1
15:57:06,0.52,-0.19,-9.48,27.4,1
15:57:06,0.06,-0.26,-9.31,27.4,1
15:57:06,0.16,-0.27,-9.31,27.4,1
15:57:06,0.1,0.25,-10.12,27.4,1
15:57:06,-0.13,-0.22,-11.06,27.4,1
15:57:06,0.37,0.07,-9.97,27.4,1
15:57:06,-0.02,0.16,-10.08,27.4,1
15:57:06,0.53,-0.54,-9.01,27.4,1
15:57:06,-0.26,-0.16,-9.82,27.4,1
15:57:06,0.16,-0.09,-9.14,27.4,1
15:57:06,-0.2,0.34,-10.56,27.4,1
15:57:06,0.37,-0.02,-10.68,27.4,1
15:57:06,0.21,0,-10.02,27.4,1
15:57:06,-0.23,0.19,-10.01,27.4,1
15:57:06,0.46,-0.47,-9.18,27.4,1
15:57:06,-0.17,-0.27,-10.17,27.4,1
15:57:06,0.36,0.14,-9.29,27.4,1
15:57:06,-0.32,0.2,-10.85,27.4,1
15:57:06,0.44,0.05,-10.17,27.4,1
15:57:06,0.14,0.08,-10.25,27.4,1
15:57:06,0.31,0.27,-9.94,27.4,1
15:57:06,0.02,-0.06,-9.49,27.4,1
15:57:06,0.02,-0.38,-9.56,27.4,1
15:57:06,0.29,0.18,-9.74,27.4,1
15:57:06,-0.19,-0.02,-11.09,27.4,1
15:57:06,0.44,-0.08,-9.92,27.4,1
15:57:06,-0.39,0.21,-10.6,27.4,1
15:57:06,0.45,-0.18,-9.44,27.4,1
15:57:06,-0.06,-0.14,-9.47,27.4,1
15:57:06,0.34,-0.34,-9.1,27.4,1
15:57:06,0.07,0.07,-10.25,27.4,1
15:57:06,-0.09,-0.2,-10.9,27.4,1
15:57:06,0.26,0.11,-10.02,27.4,1
15:57:06,-0.15,0.25,-10.1,27.4,1
15:57:06,0.51,-0.63,-9.06,27.4,1
15:57:06,-0.29,-0.29,-9.89,27.4,1
15:57:06,0.15,-0.12,-9.09,27.4,1
15:57:06,-0.21,0.21,-10.48,27.4,1
15:57:06,0.36,0.03,-10.56,27.4,1
15:57:07,0.11,0.13,-10.15,27.4,1
15:57:07,-0.11,0.27,-9.94,27.4,1
15:57:07,0.33,-0.38,-9.23,27.4,1
15:57:07,-0.11,-0.26,-9.97,27.4,1
15:57:07,0.33,0.1,-9.43,27.4,1
15:57:07,-0.39,0.26,-10.92,27.4,1
15:57:07,0.35,0.11,-10.05,27.4,1
15:57:07,0.07,-0.11,-10.27,27.4,1
15:57:07,0.29,0.21,-9.79,27.4,1
15:57:07,0.12,0.01,-9.55,27.4,1
15:57:07,-0.01,-0.49,-9.37,27.4,1
15:57:07,0.24,0,-9.79,27.4,1
15:57:07,0.02,0.14,-11.06,27.4,1
15:57:07,0.45,-0.09,-9.89,27.4,1
15:57:07,-0.33,0.21,-10.55,27.4,1
15:57:07,0.56,-0.24,-9.39,27.4,1
15:57:07,-0.16,-0.19,-9.52,27.4,1
15:57:07,0.38,-0.21,-9.07,27.4,1
15:57:07,0,0.24,-10.36,27.4,1
15:57:07,-0.07,-0.25,-10.74,27.4,1
15:57:07,0.25,0.19,-10.08,27.4,1
15:57:07,-0.12,0.4,-10.2,27.4,1
15:57:07,0.56,-0.67,-9.06,27.4,1
15:57:07,-0.33,-0.38,-9.77,27.4,1
15:57:07,0.19,-0.05,-9.07,27.4,1
15:57:07,-0.39,0.23,-10.63,27.4,1
15:57:07,0.42,0.01,-10.42,27.4,1
15:57:07,0.17,0.29,-10.24,27.4,1
15:57:07,-0.04,0.21,-9.8,27.4,1
15:57:07,0.32,-0.44,-9.26,27.4,1
15:57:07,-0.16,-0.2,-9.85,27.4,1
15:57:07,0.43,-0.03,-9.49,27.4,1
15:57:07,-0.39,0.32,-11.01,27.4,1
15:57:07,0.43,0.12,-10.07,27.4,1
15:57:07,-0.07,0.1,-10.31,27.4,1
15:57:07,0.38,0.02,-9.65,27.4,1
15:57:07,0.07,0.02,-9.6,27.4,1
15:57:07,0.01,-0.29,-9.28,27.4,1
15:57:07,0.08,0.13,-10,27.4,1
15:57:07,-0.08,-0.06,-11.06,27.4,1
15:57:07,0.36,0.04,-9.94,27.4,1
15:57:07,-0.36,0.25,-10.43,27.4,1
15:57:07,0.64,-0.28,-9.25,27.4,1
15:57:07,-0.18,-0.12,-9.71,27.4,1
15:57:07,0.38,-0.25,-9.01,27.4,1
15:57:07,-0.05,0.37,-10.37,27.4,1
15:57:07,0.25,-0.32,-10.64,27.4,1
15:57:07,0.26,0.11,-10.04,27.4,1
15:57:07,-0.13,0.49,-10.14,27.4,1
15:57:07,0.45,-0.46,-9.14,27.4,1
15:57:07,-0.34,-0.35,-9.83,27.4,1
15:57:07,0.2,-0.05,-9.26,27.4,1
15:57:07,-0.3,0.1,-10.77,27.4,1
15:57:07,0.54,-0.03,-10.22,27.4,1
15:57:07,0.18,0.35,-10.29,27.4,1
15:57:07,-0.03,0.27,-9.8,27.4,1
15:57:07,0.24,-0.19,-9.31,27.4,1
15:57:07,-0.23,-0.24,-9.73,27.4,1
15:57:07,0.34,0.09,-9.61,27.4,1
15:57:07,-0.36,0.16,-11.01,27.4,1
15:57:07,0.37,0.14,-10.04,27.4,1
15:57:07,-0.02,-0.09,-10.23,27.4,1
15:57:07,0.37,-0.32,-9.43,27.4,1
15:57:07,0.07,0.09,-9.63,27.4,1
15:57:07,0.19,-0.35,-9.2,27.4,1
15:57:07,0.03,0.3,-10.09,27.4,1
15:57:07,0,-0.14,-11.07,27.4,1
15:57:07,0.36,-0.01,-9.89,27.4,1
15:57:07,-0.33,0.23,-10.3,27.4,1
15:57:07,0.6,-0.33,-9.14,27.4,1
15:57:07,-0.23,-0.11,-9.76,27.4,1